"az_early_az_late","az_early_tx_early","az_early_tx_late","az_late_tx_early","az_late_tx_late","tx_early_tx_late","az_early_az_late-pval","az_early_tx_early-pval","az_early_tx_late-pval","az_late_tx_early-pval","az_late_tx_late-pval","tx_early_tx_late-pval"
"GB47581",0.0574109578910754,-0.000721197766535786,0.0615431476446895,0.0512771516910584,1.9000216313847e-05,0.0542476768086407,0,0.492,0,0,0.374,0
"GB47582",0.0369628916718053,-0.00612474122218454,0.0122695475723231,0.0295531198314686,0.00369452475549803,0.00688002795397435,0.007,0.817,0.08,0.003,0.153,0.086
"GB47583",0.000285962727807232,0.000332387313412674,0.000722361094612101,2.44912379538942e-05,0.000138883538266743,2.03034516732536e-06,0.072,0.041,0.003,0.347,0.096,0.435
"GB47584",0,0,0,0,0,0,1,1,1,1,1,1
"GB47587",0.0176512409966566,0.00947699013109848,0.00219888570327353,0.000872875850286725,-0.000862644549648905,0.00248463746553718,0.068,0.122,0.266,0.249,0.381,0.194
"GB47588",0.050289313933547,0.000443062508833636,0.0633725076237391,0.0346925195363303,0.00194133262074581,0.0447012891887506,0,0.271,0,0,0.119,0
"GB47607",-0.00588132257632434,0.00615697090972467,-0.00804348907797192,0.00176060348197549,-0.00194189555245128,0.00784734780811769,0.684,0.202,0.964,0.263,0.518,0.084
"GB40651",0.00964485105457635,0.00502455230341747,0.0103546763871865,0.00621524615638924,0.000812389427998661,0.00431491431720143,0.001,0.006,0,0,0.163,0
"GB47614",0.00021313157925773,0.000185961617737207,0.000571343212505626,0.000413336883096971,-8.85511423098784e-05,0.000555611253659327,0.142,0.173,0.014,0.018,0.699,0.006
"GB47618",0.0739309332830982,-0.0026532795306029,0.081038383416845,0.0637984651985752,0.00349995176664897,0.0725286557637362,0,0.769,0,0,0.093,0
"GB47654",0.000170019289636336,0.00203304003274685,0.000378274806313916,0.00169660449033704,-7.02757924608832e-06,0.00148196677515178,0.254,0.001,0.1,0,0.45,0
"GB47669",0.131706150244784,0.0158297471623623,0.125591739042424,0.0753028739528813,-0.000774638145959017,0.0676066077978504,0,0.004,0,0,0.569,0
"GB47671",0.0861186230321243,0.0283110216644359,0.0898795438924485,0.026909855856488,0.0017884455492464,0.0274257402222228,0,0,0,0,0.118,0
"GB47678",0.0282376314011249,0.00323625540572436,0.0175171167328446,0.0126117461735001,0.00113933204279937,0.00565320611160236,0,0.023,0,0,0.081,0
"GB47693",0.0724037270631775,-0.00429353271388977,0.103105601139362,0.0640848017295884,0.00685522461369714,0.0937616103265907,0,0.905,0,0,0.022,0
"GB47699",0.0758115348702225,0.0290902856293049,0.10112998975641,0.0714397492763098,0.00503915804305788,0.0889291583698881,0,0.001,0,0,0.051,0
"GB47700",0.0183091675811732,0.0121766100593873,0.0250276529033703,0.0170065071775427,0.00116725676859109,0.0206254331557189,0,0,0,0,0.107,0
"GB47705",0.0398413125478742,0.00144398387036215,0.0370891638279282,0.0306682411397584,-0.000367284519734223,0.0274203573981059,0,0.236,0,0,0.445,0
"GB40658",0.00319675843409273,0.00717624905110359,0.00291407016702094,0.00826901231009847,0.000535681109371966,0.0058210862871676,0.005,0,0.008,0,0.204,0
"GB47707",0.0142407727692629,6.86624330257235e-05,0.00716818203033565,0.0276699207998102,0.0028859212794492,0.0176523842634322,0,0.403,0.004,0,0.043,0
"GB47709",0.0170742835558002,0.0196599619532644,0.034509719818012,0.0244487921318235,-0.00114235721500466,0.0289427122242757,0.03,0.028,0.005,0.003,0.509,0
"GB47710",0.0525297115585341,0.00527789370152032,0.0659099067755735,0.0381938800909929,0.00526022686254246,0.0466338048678365,0,0.114,0,0,0.034,0
"GB47712",0.0331735684048745,0.00234729214460327,0.0315240392950793,0.0218006149682953,-0.000873785616756662,0.0184254723788962,0,0.141,0,0,0.659,0
"GB47713",0.0601921357730084,0.00266472444634436,0.0415930531371942,0.04450712613221,0.00139476523115256,0.0280500973154647,0,0.162,0,0,0.175,0
"GB47714",0.0704579933680587,0.0176862835686364,0.0625285606535727,0.0442722068662122,-2.98348614156119e-05,0.0337425697823316,0,0.006,0,0,0.388,0
"GB47715",0.0699171889438989,0.0260977251776801,0.0683065261440893,0.0573757660704106,0.00174178575199102,0.0588014745186635,0,0,0,0,0.182,0
"GB47717",0,0,0,0,0,0,1,1,1,1,1,1
"GB47723",0.0377108521902011,0.00969987228801306,0.0567553907322823,0.0175092979246166,0.00436807582323528,0.0301753920190388,0,0.004,0,0,0.019,0
"GB47726",0.0854402572145947,0.0382334983952468,0.120259751893796,0.0392083983097652,0.00405169151781604,0.0590576020424119,0,0,0,0,0.056,0
"GB40659",0.0420136822205649,0.00477732184070412,0.0681275584018176,0.0244093019384302,0.00598180739805088,0.041422964865345,0,0.066,0,0,0.008,0
"GB47727",0.0417639693201419,0.00824058036440001,0.0410811549811581,0.0284112476570616,0.000984500410222577,0.0264410838061817,0,0.008,0,0,0.209,0
"GB47729",0.0437292651760289,0.0102288435983717,0.04408745748708,0.015905869854637,-0.000747868325150058,0.0151520798725985,0,0.002,0,0,0.686,0
"GB47730",0.112682180220833,0.00432752093467381,0.123991072954761,0.133588100523471,-0.00139712667446834,0.146990031605483,0,0.162,0,0,0.579,0
"GB47737",0.00170826631850474,0.000930807185141713,0.00184423959142377,0.000934022335859042,-3.71919561106271e-05,0.000560157995324717,0.007,0.038,0.005,0.008,0.462,0.047
"GB47743",0.126261442810711,-0.0026247825035306,0.127536169482657,0.11232766070421,-0.0021801181477481,0.113898853099681,0,0.738,0,0,0.862,0
"GB47752",NA,0.0102564102564102,NA,0.0102564102564102,NA,0.0102564102564102,NA,NA,NA,NA,NA,NA
"GB47766",0.0784799668199871,-0.00466220519989746,0.0880523309993287,0.0590317975221974,0.00489419949920911,0.0677576918588149,0,0.63,0,0,0.142,0
"GB47767",0.0304924184552411,0.0057072847965316,0.0304886445989324,0.0152983249484879,0.000885304972044199,0.0142607700384859,0,0.007,0,0,0.15,0
"GB47774",0.0115057425757574,0.00275490699963388,0.0126274314941014,0.0131376980794539,0.00332746822215135,0.013096098387846,0,0.083,0,0,0.019,0
"GB47775",0.317776414096543,0.00203354771624598,0.262381032540433,0.368112332332889,0.000955259109268414,0.312578743808623,0,0.287,0,0,0.277,0
"GB40661",0,-6.99784740110232e-06,0,5.23286237572584e-05,0,2.73193030115859e-05,0.748,0.74,0.757,0.078,0.58,0.106
"GB47776",0.0246088563922403,0.000530334218864725,0.0208005958962869,0.0273924353437893,0.00928671652227142,0.0196856007200836,0,0.355,0.002,0,0,0
"GB47777",0.00690752454321575,0.00558873198361376,0.0114020004864388,0.00656444357866792,0.00231112001678913,0.0092501339792872,0,0.001,0,0,0.008,0
"GB47778",0.0232291486459555,-0.00753439264793587,0.0522718766268735,0.0230555497139259,0.0121673001019469,0.0528663445602562,0.016,0.989,0,0.004,0.025,0
"GB47779",0.00248191873883907,0.00295657662129167,0.00353833268792614,0.00325148071717107,1.75753945966806e-05,0.00372834870242722,0.003,0.001,0,0,0.459,0
"GB47780",0.0928852314900802,0.0105178625759482,0.127563041627709,0.101122037120631,0.00501644689460945,0.138746605884762,0,0.051,0,0,0.09,0
"GB47781",0.0280700600086972,0.0163047597525128,0.0304451572845253,0.0394298833921283,0.00161573648337543,0.042151291967632,0,0.001,0,0,0.131,0
"GB47782",0.0337175334517815,0.0291727099911244,0.0492023018545948,0.0218124055656436,0.00505536999715173,0.0284612248399876,0,0,0,0,0.011,0
"GB47783",0.00151254720768201,0.00317434487478097,0.00147195906459874,0.00402549838210309,0.000237898017945604,0.00335776702052426,0.012,0.001,0.018,0,0.206,0
"GB47784",0.0487530593275839,-0.00519286427051924,0.0464052465822592,0.0431803985226797,-0.00243388568975944,0.0402975577410695,0.001,0.734,0.005,0,0.636,0
"GB47785",0.00469805996062422,0.0206353227914979,0.007557274218154,0.0201440037559302,0.00109530084855325,0.0246094826950801,0.008,0,0.001,0,0.097,0
"GB40662",0.000756927233815929,0.000769513731364357,0.000981739929331815,0.000589727005627205,9.05883581258093e-05,0.000472439262761304,0.002,0.003,0.001,0,0.19,0
"GB47786",0.0322218573566115,0.0227499575366052,0.0307935347918423,0.0460693741763106,0.00377770581867343,0.029676534892654,0,0,0,0,0.045,0
"GB47787",0.138184511060447,0.0426310190861172,0.112708883940649,0.0792081058512621,-0.000563471120804682,0.0529663244938511,0,0,0,0,0.426,0
"GB47788",0,0,0,0,0,0,1,1,1,1,1,1
"GB47789",0.163746225749835,0.0226833510007246,0.110333632774963,0.0847970863278374,0.00277235602086767,0.0489219542680687,0,0.006,0,0,0.153,0
"GB47790",0.12194932676887,0.00249830935271567,0.10926666955588,0.0933738282000094,-0.00368587717575353,0.081973655678047,0,0.257,0,0,0.772,0
"GB47793",0,0,0,0,0,0,1,1,1,1,1,1
"GB47794",0.0346820809248555,NA,0.039408866995074,0.0346820809248555,-0.00514633986228041,0.039408866995074,NA,NA,NA,0.006,0.868,0.001
"GB47795",0.0227235771798129,0.0139748142827228,0.0126570349861567,0.013339996579515,0.00253008112044906,0.00848099027409377,0,0,0,0,0.009,0
"GB47796",0.203216272035787,-0.000430107526881773,0.162653083011789,0.186218543136007,0.00113835685297881,0.145550713886026,0,0.416,0,0,0.274,0
"GB47797",0.0340607271081935,0.00400688033371277,0.0447086408338716,0.037122073995928,0.00411703430947619,0.0398760320969718,0,0.115,0,0,0.05,0
"GB40663",0.0184590376121868,0.00544081194288581,0.0199013163113057,0.0129147840018364,0.000992850891871511,0.00995404428732072,0,0.011,0,0,0.167,0
"GB47798",0.0865795879270266,0.00720282401734562,0.160483595574822,0.0619292480023018,0.0175910921637022,0.127052291623277,0,0.068,0,0,0.001,0
"GB47799",0.052253320302053,0.0136289063533644,0.0597394502383261,0.0226593675126726,0.00247399606586995,0.025339304380822,0,0.001,0,0,0.054,0
"GB47800",0.138229456011544,-0.00142528438705725,0.113572203980478,0.157559793032869,0.00186452158056505,0.134140077741053,0,0.523,0,0,0.211,0
"GB47801",0.00468557671601388,0.000124950154802628,0.00642916102692803,0.00622221952324442,0.000927256441919377,0.00560246534277897,0.001,0.384,0,0,0.076,0
"GB47806",0.00743393081084198,0.00461035389203845,0.0063037964415964,0.0141333659201237,0.000606637735650062,0.0107780345683456,0.002,0.008,0.004,0,0.203,0
"GB47807",0.107562287030939,0.00675511826041153,0.0959978774253492,0.15552391622913,0.000421388680776902,0.138950456698544,0,0.082,0,0,0.326,0
"GB47818",0.00148649074367513,0.00417393140361777,0.00347033390253371,0.00443051416320051,0.000543805912401996,0.00542642606636889,0.023,0,0,0,0.063,0
"GB47819",0.0307660853711074,-0.00529299306545705,0.0409098373358285,0.0329836152567491,0.00279846438287201,0.0433505998531156,0,1,0,0,0.106,0
"GB47823",0.0988532315483389,-0.00722055558329071,0.0282307983683255,0.113608041014974,0.0226803226189903,0.0388297955652521,0,0.997,0.009,0,0.006,0
"GB47824",0.0360502311659014,-0.00509642134966604,0.026590679975602,0.0423087161744184,0.00603233194979391,0.0355100390471387,0,0.985,0,0,0.04,0
"GB40670",0,0,0,0,0,0,1,1,1,1,1,1
"GB47828",0.0215597047946212,0.0166128777484837,0.0231355895746655,0.0242747420911643,-0.00144018985351724,0.0307273395747868,0,0,0,0,0.814,0
"GB47838",0.00106414272029642,0.000898989727867616,0.000880839974932601,0.00115633540604743,-3.0012547338476e-06,0.00108524364095353,0.003,0.004,0.005,0,0.448,0
"GB47845",0.0468208092485549,0.00683760683760681,0.0137931034482759,0.0266468258141919,0.0139037476660985,-0.000189417557861615,0,0.169,0.073,0.003,0.029,0.34
"GB47851",0.00289017341040465,0.00256410256410244,0.00656814449917897,-0.00404727119838588,-0.00367921672449389,-0.00211504265756202,NA,NA,NA,NA,NA,NA
"GB47852",0.028368620855034,0.00584824448366905,0.0213142852398231,0.0178472591138908,0.00141000657514279,0.0117562601903,0,0.023,0,0,0.146,0
"GB47853",0.000136798905608693,0.000129809174428508,0.000136798905608693,5.23286237572584e-05,0,5.23286237572584e-05,0.049,0.046,0.044,0.085,0.6,0.032
"GB47855",0.000288780836748548,0.00105027050885875,0.000392706021014599,0.00257225609614131,0.000225491766223218,0.00134456991740317,0.221,0.028,0.171,0,0.165,0.002
"GB47869",0.00071721491207144,0.000673705976448113,0.000732289708184841,0.000439269848182766,-3.0012547338476e-06,0.000471588579435633,0.002,0.004,0.003,0.004,0.481,0.002
"GB47873",0.000136798905608693,1.814894701202e-05,0.000136798905608693,0,0,0,0.037,0.229,0.035,0.644,0.653,0.661
"GB40671",0.000450026065046516,0.00327238658983675,0.000488788662980855,0.00206166708514655,0.0001685341619585,0.00175392819917486,0.157,0,0.148,0,0.236,0
"GB47874",0.0466671835810732,0.0180426498117231,0.0813067558611388,0.0620042899406171,0.00365665984938524,0.0859038427297671,0,0.017,0,0,0.141,0
"GB47875",0,2.61643118786292e-05,0,2.61643118786292e-05,0,-2.38568894463942e-05,0.844,0.218,0.844,0.244,0.676,0.701
"GB47876",0.000136798905608693,0.000136798905608693,0.000136798905608693,0,0,-2.50106295174302e-05,0.035,0.036,0.035,0.746,0.719,0.967
"GB47887",-2.41835730976359e-05,-0.000237214906424255,0.000353417317448645,1.11183336666265e-05,5.04833783476766e-06,0.000108128284011855,0.485,0.974,0.035,0.367,0.381,0.155
"GB47888",0.0359155705347275,0.0230137842146612,0.0471599210121182,0.0332290655286505,0.000741929570932109,0.0363007271558355,0.003,0.014,0,0,0.297,0
"GB47891",0,-7.33339723431037e-05,0,0.000104657247514406,0,5.46399726030211e-05,0.661,0.879,0.598,0.042,0.471,0.104
"GB47893",0.0242148475755035,-0.00365065200273307,0.0193144602063452,0.0316972041423139,-3.51459782093055e-05,0.0217711373839504,0.009,0.73,0.019,0,0.382,0
"GB47894",0.118290668868704,0.0249999999999999,0.0925404644616469,0.0648927242305229,-0.00185027082254474,0.0409606055116051,0,0.024,0,0,0.531,0
"GB47914",0.0883919028627059,-0.00387640241231302,0.065375278904923,0.0953826982816462,0.00497160904764749,0.0726708743695282,0,0.749,0,0,0.079,0
"GB47915",0.0369834735498881,0.0288479934359404,0.0301745107656437,0.0237706262581892,-0.000260043565358581,0.0156153375292327,0.001,0,0,0,0.376,0.002
"GB40676",0.108032008468458,-0.00373858257501669,0.151140390214089,0.100696465351139,0.00872577206909098,0.149289102945314,0,0.731,0,0,0.028,0
"GB47916",0.0244147038688789,0.0554113915947574,0.0274476649850174,0.0271626895904352,-0.00206028752075027,0.0313880870098601,0.009,0,0.007,0.002,0.65,0
"GB47917",0.141519444666935,0.00948756473859258,0.126369191119848,0.0873101073257411,0.000534490166269053,0.0849313082594287,0,0.08,0,0,0.326,0
"GB47918",0.000136798905608693,-7.62025900284957e-05,-6.7066971482399e-05,0.000261643118785959,2.41475900705224e-05,8.5727829270521e-05,0.143,0.671,0.638,0.021,0.284,0.135
"GB47924",0.0280233566150722,0.00938465110077547,0.0198391309324371,0.0304174246747669,-0.000542314142899514,0.0315795400427442,0.004,0.045,0.004,0,0.465,0
"GB47927",0.00903998512859594,0.00742956701806619,0.00942461187115851,0.00483576315826195,0.000253991242516682,0.00585837061551797,0,0,0,0,0.285,0
"GB47928",0.0642318487387892,0.0175381801879134,0.065964566773649,0.145504518293158,0.00551443558799036,0.139824318664502,0,0.008,0,0,0.062,0
"GB47930",0.037747488195043,-0.00267791570017617,0.0401312265911279,0.0383727938648744,0.00113315417877446,0.043872804262397,0.001,0.664,0,0,0.292,0
"GB47931",0.000520052327546372,0.0012517403927369,0.000763837428034098,0.000494748233639486,-5.13005169626712e-05,0.000274416000030753,0.014,0,0.003,0,0.63,0.012
"GB47932",0.0227669710886877,0.0276945410673344,0.0369337721861639,0.00903279214974073,0.00429644396666673,0.0122396554555861,0,0,0,0.001,0.015,0
"GB47933",0.00256857489687345,0.00733928105484338,0.00568965941247956,0.00764260497018276,0.000273257354759693,0.00547761951004977,0.041,0,0,0,0.282,0
"GB40677",0,0,0,0,0,0,1,1,1,1,1,1
"GB40074",0,7.84929356357766e-05,0,7.84929356357766e-05,0,7.84929356357766e-05,0.859,0.057,0.8,0.057,0.679,0.032
"GB47934",0.0003467839913186,0.000860931948469035,-6.83572724322623e-05,0.00263331317198234,0.000241516725033364,0.00135589492342947,0.166,0.043,0.406,0,0.135,0.002
"GB47935",0.0429689089895581,-0.000241362612895868,0.0726887342126918,0.0430547695411103,0.00749955585870643,0.0637012471918347,0,0.375,0,0,0.041,0
"GB47937",0.0576112630595086,0.0127627199239182,0.0487283886266362,0.0156683748456016,-0.00292850617508655,0.00747842987131542,0,0.052,0,0.018,0.7,0.076
"GB47938",0.0008207934336526,0.000286963279023222,0.000592930444697881,0.000889586603872283,-2.81729821101084e-05,0.000714641688201456,0.007,0.081,0.02,0,0.494,0.002
"GB47941",0.000823717092299003,0.00135246079617768,0.00124736342010745,0.000937245693180322,0.000243550540645843,0.00101154238679813,0.005,0,0,0,0.091,0
"GB47943",0.0789407698638357,0.00299015294608496,0.095997445979395,0.0712100717503296,-0.0022904656433369,0.0860268563004893,0,0.221,0,0,0.788,0
"GB47944",0.000510067026089134,0.00202583607315832,0.00171172436261102,0.00246084379238642,0.000263914939623855,0.00326336867172705,0.113,0.005,0.006,0,0.123,0
"GB47945",0.135148922305812,-0.00585582412443664,0.105004178395496,0.150494668151989,0.0028503625987033,0.12020764931396,0,0.875,0,0,0.169,0
"GB47946",0.00152650772662932,0.000391022236244321,0.00210359966660267,0.00224674050072704,2.13740257530848e-05,0.00261262537765983,0.047,0.184,0.014,0.004,0.309,0
"GB47948",1.14287603594221e-05,0.000898987235981141,8.09216981423333e-06,0.00195331197014303,-2.20386762244118e-05,0.00128168592118438,0.363,0.033,0.389,0.001,0.425,0.002
"GB40678",0.000704105882716632,0.00125246720464023,0.000796185811134276,0.00165145052424809,0.000122251709258836,0.000839394605717247,0.06,0.006,0.025,0,0.269,0
"GB47949",0.00146362820449542,0.00221337623660312,0.00187879220661646,0.00188049733001261,0.000149146361139496,0.00187482134486627,0.015,0.003,0.008,0.002,0.226,0.001
"GB47975",0.0346367263214189,0.0238629848240697,0.0367378926492228,0.00256181466136451,0.000438806733427222,0.00330388196513542,0,0,0,0.012,0.224,0.003
"GB47976",0.000483256268103416,0.000478346720196199,0.00062703072450554,0.000608561508894878,6.6440768055287e-05,0.0010739179535918,0.049,0.037,0.022,0.01,0.229,0
"GB47977",0,0,0,0,0,0,1,1,1,1,1,1
"GB47988",0.0346786251520159,0.0449755463672702,0.0440831151808727,0.0804015655607843,0.000412044157367841,0.0977417504788415,0.002,0,0,0,0.324,0
"GB47990",0.0482687550578068,0.0227639571914705,0.0635377758530468,0.0143859503613976,0.00163229312149304,0.0193455026564406,0,0,0,0.001,0.114,0
"GB47992",0.0550950887809609,0.0159683503270065,0.0746127768511695,0.021382518693239,0.00486347664994591,0.0296894050228313,0,0.007,0,0,0.039,0
"GB47993",0.00555154284997628,0.00791236401853634,0.00596915852258373,0.00386614719572342,0.000150808271283775,0.00423129803513822,0,0,0,0,0.293,0
"GB47994",0.00122767419664493,0.000680329159414184,0.0024579931169445,0.00284034348903794,0.000374834299366689,0.00477177062100731,0.057,0.135,0.003,0,0.189,0
"GB47995",0,0.000183150183150182,0,0.000124513337814713,0,0.000183150183150182,0.632,0.013,0.609,0.022,0.513,0
"GB40679",0,0,0,0,0,0,1,1,1,1,1,1
"GB48001",0.012797842838286,0.00447887012559256,0.0130492234275992,0.0157215268617551,0.000437976775983895,0.0141250587489818,0,0.009,0,0,0.263,0
"GB48002",6.9976530343463e-05,-7.43586521501083e-05,7.98039103915293e-05,2.61643118786292e-05,0,-2.38568894463942e-05,0.137,0.892,0.119,0.305,0.487,0.625
"GB48003",0.000823385766782425,0.00504403784483398,0.00100409371653687,0.0043139059473436,6.85072625842276e-05,0.00403142917681565,0.042,0,0.02,0,0.336,0
"GB48004",0.156353436741982,0.0553126143612966,0.218450422514004,0.0368059896551061,0.003877086211861,0.0779036312902903,0,0.005,0,0.006,0.194,0
"GB48005",0.000273597811217496,0.000100827548549565,0.000159616919393479,0.000183150183150182,0,0.000108128284011855,0.021,0.169,0.082,0.007,0.502,0.076
"GB48006",0.0814882487972237,0.0178322473764956,0.0683343397425711,0.0332833332875595,0.00118216380318992,0.0267476086978036,0,0.002,0,0,0.201,0
"GB48007",0,0.000104657247514406,0,0.000104657247514406,0,0.000104657247514406,0.75,0.04,0.709,0,0.575,0
"GB48024",0.00499027673965036,0.00213750658634493,0.00401568293621246,0.00262014088218088,-0.000107564520311243,0.00214096866955182,0,0.026,0.001,0,0.503,0.003
"GB48025",0.0109501525228801,0.00350147003310763,0.0142427704641437,0.00575200423157063,0.0001400655613224,0.00571954520989071,0,0.007,0,0,0.335,0
"GB48026",-3.36089135473117e-05,-0.000125671911110681,4.82951801410447e-05,8.55490077849019e-05,-3.11767027574295e-05,5.83846299861968e-07,0.668,0.935,0.28,0.125,0.679,0.446
"GB40681",0.00881627664587414,-0.00102007700329843,0.00799373561119576,0.0127957278449512,0.000498780513615849,0.0118164223773444,0.001,0.712,0.001,0,0.268,0
"GB48027",0.00213839001194349,0.00261709478182459,0.00149169776014246,0.00530613343231578,0.000208781716758644,0.00335002425780295,0.016,0.008,0.037,0,0.259,0.001
"GB48032",0.00812714287482519,-0.00300532644311957,0.00313328568133997,0.0309139023732022,-0.00331185263570211,0.0230657866101669,0.151,0.475,0.237,0.004,0.619,0.008
"GB48034",0.0004103967168263,0.000345861151013205,0.000434544306896711,0.000706436420722101,2.41475900705224e-05,0.000630607080728818,0.034,0.04,0.025,0,0.346,0
"GB48045",0.0212723051312204,0.0100097944076736,0.0137489696710086,0.0317314739317645,0.00196405683644574,0.0195516960417396,0,0.006,0.001,0,0.118,0
"GB48046",0.166159222262977,0.00925250580319414,0.135852775791281,0.102327905956657,0.00643925402552259,0.0706919148001846,0,0.098,0,0,0.083,0
"GB48051",0.00484749455337685,0.00548690064261004,0.0057124612297027,-0.00271002710027091,0.017092479309104,0.0151143870929801,NA,0.191,NA,0.672,0.007,0.017
"GB48052",0.00561027964245053,0.0011189505789434,0.00389538370107401,0.00496944958426471,0.00101799380198175,0.00345691011555715,0,0.099,0.001,0,0.04,0
"GB48055",0.00251371867308681,0.00141933052590204,0.00390288545266182,0.00288094725738497,0.000225618787570214,0.00308451461597214,0.003,0.015,0,0,0.214,0
"GB48057",0.0017103130747278,0.0023313771924115,0.00192163440867454,0.00245607720280872,0.000195455599134919,0.00214341448417632,0.001,0,0,0,0.157,0
"GB48058",0,2.61643118786292e-05,0,2.61643118786292e-05,0,2.61643118786292e-05,0.941,0.089,0.913,0.153,0.855,0.082
"GB40682",0.0292014434463604,0.0264472699986653,0.0344881551671345,0.0367492477516304,0.00414648052409439,0.0224554533991922,0,0,0,0,0.018,0
"GB48059",0.000136798905608693,0.000136798905608693,0.000136798905608693,0,0,0,0.016,0.016,0.016,0.858,0.826,0.817
"GB48061",0.000679054445559379,0.00140410208707187,0.00121981431453289,0.00276551005683245,0.00112127782671467,0.00292218799056565,0.059,0.003,0.004,0,0.001,0
"GB48062",0.00168484935020041,-4.04486387570735e-05,0.00189617192709024,0.00319813346742059,-0.000104637567242438,0.00351505579384537,0.022,0.473,0.015,0,0.524,0
"GB48066",0.000219683438617557,0.0010483693346619,0.00099838195983637,0.00364388057359677,0.000588732987899854,0.00345929697041969,0.328,0.068,0.081,0,0.089,0
"GB48067",0.0877574446683865,0.00831887374741291,0.106448283987768,0.0819229219844466,0.00019462696375272,0.0983831821496682,0,0.099,0,0,0.358,0
"GB48068",0.00104904848894782,0.000307492113763463,0.00054103069301159,0.00296903792951797,-1.83932508224238e-06,0.00229875304500493,0.062,0.247,0.163,0,0.453,0
"GB48077",0.000850096448182014,0.000148176511101106,0.000585538792576945,0.0011740167347104,9.76975100349664e-05,0.000772666627686602,0.009,0.256,0.019,0,0.245,0
"GB48078",0.000136798905608693,-4.81881298959319e-05,0.000136798905608693,5.23286237572584e-05,0,5.23286237572584e-05,0.051,0.731,0.055,0.11,0.514,0.105
"GB48080",0.0165141320565004,0.00720563180723277,0.0181674928554785,0.0180939668857977,-0.000125115732052317,0.0140720094000114,0.004,0.038,0.001,0,0.425,0.001
"GB48087",0,2.61643118786292e-05,0,2.61643118786292e-05,0,2.61643118786292e-05,0.933,0.093,0.913,0.145,0.825,0.073
"GB40683",0.0948520245175909,0.00943259301900101,0.0834818297612628,0.0634507585493537,0.000233573827050915,0.0489241351145552,0,0.103,0,0,0.329,0
"GB48096",0.0126509476149029,0.00796698387896022,0.00964673184784648,0.004541529195487,0.000635607672084038,0.00234491652277713,0,0,0,0,0.088,0.001
"GB48097",0,2.61643118786292e-05,0,2.61643118786292e-05,0,2.61643118786292e-05,0.924,0.1,0.925,0.152,0.837,0.082
"GB48098",0.0108215454572408,0.00378983682848444,0.0114490611301667,0.0184359852558219,0.0012340764893779,0.0187977435257287,0,0.022,0,0,0.102,0
"GB48100",0.00583743767685796,0.0048405720658119,0.00353128370345102,0.00278116005031759,0.000771789597528993,0.00131262981964531,0,0,0.001,0,0.029,0.006
"GB48102",0.100979101796538,0.0344756501213028,0.0829392259542737,0.0223340916931787,0.000235613593610462,0.0142935180914242,0,0,0,0,0.306,0
"GB48109",0.0210788720075915,0.0091017594213646,0.0210703610278353,0.0316554640116717,0.00335940491790354,0.0208976036499251,0,0.008,0,0,0.032,0
"GB48110",0.0409049567604598,0.0047713717693838,0.00629209626491323,0.015478701559213,0.00714096637734218,0.000307720155670266,0.004,0.184,0.165,0.043,0.114,0.282
"GB48118",0.136695768596531,0.00150563226317746,0.119298163472202,0.195508768706514,0.00106001133368872,0.171895219721202,0,0.291,0,0,0.284,0
"GB48119",0.0335723670266769,0.0203553480512125,0.0328730604376707,0.0186421382993123,0.00122210962284941,0.0183061884456485,0,0,0,0,0.161,0
"GB48121",0,0,0,0,0,0,1,1,1,1,1,1
"GB40687",0.000821385115993833,0.00122364452089674,0.00189295400453848,0.00113706937294167,5.1531685073436e-05,0.00118020145559417,0.041,0.008,0.001,0.001,0.33,0.001
"GB48123",0.0445843992607142,-0.00340404333928346,0.0282471650080999,0.0645802843942415,-0.000881921329341617,0.0486001918233503,0.002,0.592,0.007,0,0.424,0
"GB48131",0.152526605968529,0.0135738286343209,0.220944266744771,0.0865583896185534,0.0150078169118254,0.142139574321206,0,0.024,0,0,0.007,0
"GB48132",0.0348739482275395,0.00535588584426927,0.0320258355401387,0.0533480573894616,0.00173220287401699,0.04887432189522,0,0.044,0,0,0.126,0
"GB48133",0.000144408049221778,0.00264118805356772,0.000727488629300499,0.00252673474192466,0.000610571970882767,0.00307370202228152,0.359,0.001,0.075,0,0.046,0
"GB48134",0.00696705810432141,0.00643115891984669,0.00858513107978032,0.0125057200827222,0.000683981342938567,0.0134458178741688,0.001,0.002,0,0,0.174,0
"GB48135",0.0137909733575634,0.011600221008352,0.0115681406428236,0.0338171965233693,0.00175471270760685,0.0261818210966338,0.001,0.004,0.005,0,0.081,0
"GB48136",0,2.61643118786292e-05,0,2.61643118786292e-05,0,2.61643118786292e-05,0.933,0.114,0.91,0.148,0.846,0.098
"GB48137",3.32203840276435e-05,0.000497121925693289,-8.70486003567983e-06,0.000530342309720933,5.33448785950963e-05,0.000545417105834334,0.391,0.005,0.518,0,0.237,0
"GB48138",0.00163711573797221,0.00352609584443497,0.00218790876561992,0.00367803835798342,0.000668486564942117,0.00255910483169075,0.003,0,0.001,0,0.029,0
"GB48139",0.0580368552903767,0.0826140851106082,0.0635791199574999,0.194766058099796,-0.00319703345636468,0.190019216802791,0.001,0,0,0,0.792,0
"GB40688",0.0415848853036525,0.00330483805745696,0.0325246989781487,0.0445956729310567,0.00196762169446618,0.0385893311701901,0,0.159,0,0,0.181,0
